,start,finish,duration
348,17252.0,17299.0,47.0
349,17300.0,17347.0,47.0
350,17405.0,17452.0,47.0
351,17533.0,17593.0,60.0
352,17545.0,17634.0,89.0
353,17575.0,17642.0,67.0
354,17611.0,17673.0,62.0
355,17652.0,17705.0,53.0
356,17677.0,17747.0,70.0
357,17687.0,17769.0,82.0
358,17693.0,17800.0,107.0
359,17727.0,17829.0,102.0
360,17825.0,17877.0,52.0
361,17832.0,17909.0,77.0
362,17853.0,17940.0,87.0
363,17901.0,17959.0,58.0
364,17911.0,17992.0,81.0
365,17937.0,18027.0,90.0
366,17947.0,18047.0,100.0
367,17969.0,18112.0,143.0
368,17971.0,18138.0,167.0
369,17976.0,18172.0,196.0
370,18080.0,18175.0,95.0
371,18107.0,18207.0,100.0
372,18115.0,18228.0,113.0
373,18175.0,18260.0,85.0
374,18177.0,18300.0,123.0
375,18190.0,18300.0,110.0
376,18210.0,18346.0,136.0
377,18227.0,18374.0,147.0
378,18254.0,18415.0,161.0
379,18271.0,18424.0,153.0
380,18304.0,18457.0,153.0
381,18345.0,18495.0,150.0
382,18568.0,18626.0,58.0
383,18595.0,18656.0,61.0
384,18609.0,18683.0,74.0
385,18623.0,18723.0,100.0
386,18639.0,18766.0,127.0
387,18677.0,18798.0,121.0
388,18701.0,18836.0,135.0
389,18752.0,18849.0,97.0
390,18774.0,18892.0,118.0
391,18795.0,18909.0,114.0
392,19077.0,19124.0,47.0
393,19120.0,19173.0,53.0
394,19126.0,19195.0,69.0
395,19208.0,19272.0,64.0
396,19219.0,19301.0,82.0
397,19222.0,19333.0,111.0
398,19224.0,19339.0,115.0
399,19257.0,19380.0,123.0
400,19315.0,19403.0,88.0
401,19413.0,19460.0,47.0
402,19474.0,19526.0,52.0
403,19479.0,19567.0,88.0
404,19495.0,19571.0,76.0
405,19631.0,19678.0,47.0
406,19794.0,19841.0,47.0
407,20017.0,20064.0,47.0
408,20066.0,20117.0,51.0
409,20092.0,20146.0,54.0
410,20140.0,20195.0,55.0
411,20185.0,20235.0,50.0
412,20289.0,20336.0,47.0
413,20342.0,20406.0,64.0
414,20344.0,20431.0,87.0
415,20348.0,20456.0,108.0
416,20358.0,20467.0,109.0
417,20499.0,20552.0,53.0
418,20505.0,20595.0,90.0
419,20571.0,20628.0,57.0
420,20594.0,20660.0,66.0
421,20614.0,20673.0,59.0
422,20675.0,20722.0,47.0
423,20939.0,20986.0,47.0
424,20980.0,21030.0,50.0
425,21077.0,21130.0,53.0
426,21086.0,21210.0,124.0
427,21088.0,21263.0,175.0
428,21212.0,21263.0,51.0
429,21251.0,21305.0,54.0
430,21318.0,21373.0,55.0
431,21340.0,21394.0,54.0
432,21386.0,21439.0,53.0
433,21453.0,21500.0,47.0
434,21550.0,21597.0,47.0
435,21596.0,21652.0,56.0
436,21607.0,21696.0,89.0
437,21666.0,21713.0,47.0
438,21712.0,21773.0,61.0
439,21716.0,21802.0,86.0
440,21729.0,21876.0,147.0
441,21785.0,21887.0,102.0
442,21787.0,21931.0,144.0
443,21802.0,21920.0,118.0
444,21840.0,21997.0,157.0
445,21926.0,22030.0,104.0
446,21945.0,22052.0,107.0
447,21950.0,22069.0,119.0
448,21997.0,22079.0,82.0
449,22042.0,22115.0,73.0
450,22145.0,22199.0,54.0
451,22164.0,22222.0,58.0
452,22170.0,22288.0,118.0
453,22185.0,22310.0,125.0
454,22188.0,22318.0,130.0
455,22215.0,22337.0,122.0
456,22278.0,22367.0,89.0
457,22317.0,22424.0,107.0
458,22330.0,22430.0,100.0
459,22358.0,22447.0,89.0
460,22468.0,22528.0,60.0
461,22470.0,22551.0,81.0
462,22513.0,22577.0,64.0
463,22588.0,22649.0,61.0
464,22603.0,22678.0,75.0
465,22673.0,22737.0,64.0
466,22680.0,22770.0,90.0
467,22742.0,22796.0,54.0
468,22753.0,22841.0,88.0
469,22778.0,22859.0,81.0
470,22791.0,22877.0,86.0
471,22878.0,22925.0,47.0
472,22917.0,22978.0,61.0
473,22935.0,22996.0,61.0
474,22940.0,23022.0,82.0
475,23007.0,23066.0,59.0
476,23016.0,23097.0,81.0
477,23019.0,23120.0,101.0
478,23032.0,23151.0,119.0
479,23093.0,23179.0,86.0
480,23095.0,23224.0,129.0
481,23193.0,23256.0,63.0
482,23204.0,23307.0,103.0
483,23290.0,23344.0,54.0
484,23309.0,23369.0,60.0
485,23380.0,23428.0,48.0
486,23401.0,23455.0,54.0
487,23439.0,23494.0,55.0
488,23445.0,23537.0,92.0
489,23447.0,23553.0,106.0
490,23463.0,23592.0,129.0
491,23487.0,23615.0,128.0
492,23546.0,23643.0,97.0
493,23638.0,23693.0,55.0
494,23675.0,23730.0,55.0
495,23706.0,23762.0,56.0
496,23752.0,23804.0,52.0
