0.0,0.0
1.0,2.0
2.0,7.0
3.0,11.0
4.0,15.0
5.0,18.0
6.0,19.0
7.0,22.0
8.0,23.0
9.0,25.0
10.0,26.0
11.0,28.0
12.0,29.0
13.0,40.0
14.0,1860.0
15.0,1862.0
16.0,1867.0
17.0,1871.0
18.0,1875.0
19.0,1878.0
20.0,1879.0
21.0,1882.0
22.0,1884.0
23.0,1885.0
24.0,1887.0
25.0,1888.0
26.0,1890.0
27.0,1893.0
28.0,1904.0
29.0,2803.0
30.0,2805.0
31.0,2810.0
32.0,2814.0
33.0,2818.0
34.0,2821.0
35.0,2822.0
36.0,2824.0
37.0,2827.0
38.0,2828.0
39.0,2830.0
40.0,2832.0
41.0,2833.0
42.0,2837.0
43.0,2847.0
44.0,3512.0
45.0,3514.0
46.0,3519.0
47.0,3523.0
48.0,3527.0
49.0,3530.0
50.0,3531.0
51.0,3533.0
52.0,3535.0
53.0,3539.0
54.0,3542.0
55.0,3545.0
56.0,3548.0
57.0,3559.0
58.0,6077.0
59.0,6079.0
60.0,6084.0
61.0,6088.0
62.0,6092.0
63.0,6095.0
64.0,6096.0
65.0,6098.0
66.0,6099.0
67.0,6100.0
68.0,6102.0
69.0,6103.0
70.0,6107.0
71.0,6117.0
72.0,7769.0
73.0,7771.0
74.0,7776.0
75.0,7780.0
76.0,7784.0
77.0,7787.0
78.0,7788.0
79.0,7790.0
80.0,7791.0
81.0,7792.0
82.0,7793.0
83.0,7794.0
84.0,7798.0
85.0,7802.0
86.0,7812.0
87.0,8069.0
88.0,8071.0
89.0,8076.0
90.0,8080.0
91.0,8084.0
92.0,8087.0
93.0,8088.0
94.0,8090.0
95.0,8091.0
96.0,8092.0
97.0,8093.0
98.0,8094.0
99.0,8095.0
100.0,8098.0
101.0,8102.0
102.0,8112.0
103.0,8910.0
104.0,8912.0
105.0,8917.0
106.0,8921.0
107.0,8928.0
108.0,8929.0
109.0,8931.0
110.0,8932.0
111.0,8934.0
112.0,8935.0
113.0,8937.0
114.0,8938.0
115.0,8943.0
116.0,8947.0
117.0,8957.0
118.0,9183.0
119.0,9185.0
120.0,9190.0
121.0,9194.0
122.0,9198.0
123.0,9201.0
124.0,9202.0
125.0,9204.0
126.0,9207.0
127.0,9208.0
128.0,9210.0
129.0,9212.0
130.0,9216.0
131.0,9219.0
132.0,9230.0
133.0,10185.0
134.0,10187.0
135.0,10192.0
136.0,10196.0
137.0,10200.0
138.0,10203.0
139.0,10204.0
140.0,10207.0
141.0,10208.0
142.0,10210.0
143.0,10211.0
144.0,10214.0
145.0,10217.0
146.0,10228.0
147.0,10920.0
148.0,10922.0
149.0,10927.0
150.0,10931.0
151.0,10935.0
152.0,10938.0
153.0,10939.0
154.0,10942.0
155.0,10944.0
156.0,10945.0
157.0,10947.0
158.0,10948.0
159.0,10953.0
160.0,10957.0
161.0,10967.0
162.0,12187.0
163.0,12189.0
164.0,12194.0
165.0,12198.0
166.0,12202.0
167.0,12205.0
168.0,12206.0
169.0,12208.0
170.0,12209.0
171.0,12210.0
172.0,12212.0
173.0,12216.0
174.0,12219.0
175.0,12230.0
176.0,12743.0
177.0,12745.0
178.0,12750.0
179.0,12754.0
180.0,12758.0
181.0,12761.0
182.0,12762.0
183.0,12764.0
184.0,12765.0
185.0,12766.0
186.0,12768.0
187.0,12769.0
188.0,12772.0
189.0,12783.0
190.0,12808.0
191.0,12810.0
192.0,12815.0
193.0,12819.0
194.0,12823.0
195.0,12826.0
196.0,12827.0
197.0,12829.0
198.0,12832.0
199.0,12833.0
200.0,12835.0
201.0,12837.0
202.0,12838.0
203.0,12842.0
204.0,12852.0
205.0,13498.0
206.0,13500.0
207.0,13505.0
208.0,13509.0
209.0,13513.0
210.0,13516.0
211.0,13517.0
212.0,13519.0
213.0,13522.0
214.0,13523.0
215.0,13525.0
216.0,13527.0
217.0,13528.0
218.0,13532.0
219.0,13542.0
220.0,13659.0
221.0,13661.0
222.0,13666.0
223.0,13670.0
224.0,13674.0
225.0,13677.0
226.0,13678.0
227.0,13680.0
228.0,13682.0
229.0,13686.0
230.0,13689.0
231.0,13692.0
232.0,13695.0
233.0,13706.0
234.0,13952.0
235.0,13954.0
236.0,13959.0
237.0,13963.0
238.0,13967.0
239.0,13970.0
240.0,13971.0
241.0,13973.0
242.0,13974.0
243.0,13975.0
244.0,13977.0
245.0,13978.0
246.0,13982.0
247.0,13985.0
248.0,13987.0
249.0,13992.0
250.0,13996.0
251.0,13997.0
252.0,14000.0
253.0,14003.0
254.0,14004.0
255.0,14005.0
256.0,14006.0
257.0,14007.0
258.0,14008.0
259.0,14009.0
260.0,14010.0
261.0,14011.0
262.0,14012.0
263.0,14014.0
264.0,14017.0
265.0,14028.0
266.0,14716.0
267.0,14718.0
268.0,14723.0
269.0,14727.0
270.0,14731.0
271.0,14734.0
272.0,14735.0
273.0,14737.0
274.0,14738.0
275.0,14739.0
276.0,14740.0
277.0,14742.0
278.0,14745.0
279.0,14748.0
280.0,14759.0
281.0,15253.0
282.0,15255.0
283.0,15260.0
284.0,15264.0
285.0,15271.0
286.0,15272.0
287.0,15274.0
288.0,15275.0
289.0,15277.0
290.0,15278.0
291.0,15280.0
292.0,15282.0
293.0,15286.0
294.0,15289.0
295.0,15300.0
296.0,15713.0
297.0,15715.0
298.0,15720.0
299.0,15724.0
300.0,15728.0
301.0,15731.0
302.0,15732.0
